drugCN	drugEN	atc_code	drug_id	gene	phenotype	abbreviation	clinic	treatment	forecast	suggest	source	guide_ref	publication
伊立替康	Irinotecan	L01XX19	56	UGT1A1	中间代谢型	IM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	DPWG指南建议，对于 UGT1A1 *28/*28 或 UGT1A1 PM 患者，建议减少伊立替康的剂量，从起始剂量的 70% 开始，并根据中性粒细胞计数增加耐受性。FDA，UGT1A1*28纯和携带者不能有效清除伊立替康代谢产物极易发生嗜中性白血球减少症，杂合携带者风险也加大。另外其他基因型也有可能影响伊立替康副反应发生率。FDA，UGT1A1*6是东亚人群中常见的一种错义突变，其突变导致酶活性降低，代谢伊立替康容易产生毒副作用。	DPWG, FDA	Swen JJ, Nijenhuis M, de Boer A, et al. Pharmacogenetics: from bench to byte--an update of guidelines. Clin Pharmacol Ther. 2011;89(5):662-673. doi:10.1038/clpt.2011.34				
伊立替康	Irinotecan	L01XX19	56	UGT1A1	弱代谢型	PM	预测毒副作用	Decreased Dosage	.	Decreased Dosage，推荐标准剂量的70%开始治疗。	DPWG指南建议，对于 UGT1A1 *28/*28 或 UGT1A1 PM 患者，建议减少伊立替康的剂量，从起始剂量的 70% 开始，并根据中性粒细胞计数增加耐受性。FDA，UGT1A1*28纯和携带者不能有效清除伊立替康代谢产物极易发生嗜中性白血球减少症，杂合携带者风险也加大。另外其他基因型也有可能影响伊立替康副反应发生率。FDA，UGT1A1*6是东亚人群中常见的一种错义突变，其突变导致酶活性降低，代谢伊立替康容易产生毒副作用。	DPWG, FDA	Swen JJ, Nijenhuis M, de Boer A, et al. Pharmacogenetics: from bench to byte--an update of guidelines. Clin Pharmacol Ther. 2011;89(5):662-673. doi:10.1038/clpt.2011.34				
尼洛替尼	Nilotinib	L01XE08	63	UGT1A1	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	FDA，尼洛替尼导致胆红素水平升高，尤其是对于UGT1A1＊28基因型携带者。	FDA	https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations				
尼洛替尼	Nilotinib	L01XE08	63	UGT1A1	中间代谢型	IM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	FDA，尼洛替尼导致胆红素水平升高，尤其是对于UGT1A1＊28基因型携带者。	FDA	https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations				
尼洛替尼	Nilotinib	L01XE08	63	UGT1A1	弱代谢型	PM	预测毒副作用	Decreased Dosage	.	致高胆红素血症风险增加，建议Decreased Dosage。	FDA，尼洛替尼导致胆红素水平升高，尤其是对于UGT1A1＊28基因型携带者。	FDA	https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations				
阿扎那韦	atazanavir	J05AE08	127	UGT1A1	普遍代谢型	NM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC剂量指南建议考虑建议携带两个功能下降的UGT1A1等位基因的个体发生黄疸的可能性很大，这种情况则应考虑使用其他药物。携带一个或不携带功能下降的UGT1A1等位基因发生不良反应风险的概率很小。	CPIC	Gammal RS, Court MH, Haidar CE, et al. Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing. Clin Pharmacol Ther. 2016;99(4):363-369. doi:10.1002/cpt.269				
阿扎那韦	atazanavir	J05AE08	127	UGT1A1	中间代谢型	IM	不良反应预测	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC剂量指南建议考虑建议携带两个功能下降的UGT1A1等位基因的个体发生黄疸的可能性很大，这种情况则应考虑使用其他药物。携带一个或不携带功能下降的UGT1A1等位基因发生不良反应风险的概率很小。	CPIC	Gammal RS, Court MH, Haidar CE, et al. Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing. Clin Pharmacol Ther. 2016;99(4):363-369. doi:10.1002/cpt.269				
阿扎那韦	atazanavir	J05AE08	127	UGT1A1	弱代谢型	PM	不良反应预测	Alternate Drug	.	致高胆红素血症风险增加，建议Alternate Drug。	CPIC剂量指南建议考虑建议携带两个功能下降的UGT1A1等位基因的个体发生黄疸的可能性很大，这种情况则应考虑使用其他药物。携带一个或不携带功能下降的UGT1A1等位基因发生不良反应风险的概率很小。	CPIC	Gammal RS, Court MH, Haidar CE, et al. Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing. Clin Pharmacol Ther. 2016;99(4):363-369. doi:10.1002/cpt.269				
巯嘌呤	Mercaptopurine	L01BB02	53	TPMT	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
巯嘌呤	Mercaptopurine	L01BB02	53	TPMT	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少巯嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
巯嘌呤	Mercaptopurine	L01BB02	53	TPMT	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少巯嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
巯嘌呤	Mercaptopurine	L01BB02	53	NUDT15	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
巯嘌呤	Mercaptopurine	L01BB02	53	NUDT15	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少巯嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
巯嘌呤	Mercaptopurine	L01BB02	53	NUDT15	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少巯嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢者，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	TPMT	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	TPMT	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫鸟嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	TPMT	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫鸟嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	NUDT15	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	NUDT15	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫鸟嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫鸟嘌呤	Thioguanine	L01BB03	54	NUDT15	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫鸟嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	TPMT	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	TPMT	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫唑嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	TPMT	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫唑嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	NUDT15	普遍代谢型	NM	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	NUDT15	中间代谢型	IM	预测毒副作用	Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫唑嘌呤剂量。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
硫唑嘌呤	Azathioprine	L04AX01	55	NUDT15	弱代谢型	PM	预测毒副作用	Alternate Drug or Decreased Dosage	.	Decreased Dosage并监测不良反应，如果发生骨髓抑制，应减少硫唑嘌呤剂量。对于非恶性疾病，考虑Alternate Drug。	CPIC指南建议，对于 TPMT 或 NUDT15 弱代谢者，考虑使用替代药物或极端减少巯基嘌呤的剂量。对于 TPMT 或 NUDT15 中间代谢型，从标准剂量的 30-80% 开始治疗。	CPIC	Relling MV, Gardner EE, Sandborn WJ, et al. Clinical Pharmacogenetics Implementation Consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing [published correction appears in Clin Pharmacol Ther. 2011 Dec;90(6):894]. Clin Pharmacol Ther. 2011;89(3):387-391. doi:10.1038/clpt.2010.320\nRelling MV, Gardner EE, Sandborn WJ, et al. Clinical pharmacogenetics implementation consortium guidelines for thiopurine methyltransferase genotype and thiopurine dosing: 2013 update. Clin Pharmacol Ther. 2013;93(4):324-325. doi:10.1038/clpt.2013.4\nRelling MV, Schwab M, Whirl-Carrillo M, et al. Clinical Pharmacogenetics Implementation Consortium Guideline for Thiopurine Dosing Based on TPMT and NUDT15 Genotypes: 2018 Update. Clin Pharmacol Ther. 2019;105(5):1095-1105. doi:10.1002/cpt.1304\n				
氨苯砜	Dapsone	J04BA02	48	G6PD	.	multi-ref	预测毒副作用	Normal Dosage	.	Normal Dosage，以临床推荐的标准起始剂量开始治疗。	FDA。伴X染色体不完全显性遗传。G6PD缺陷携带者发生严重溶血反应，携带者应避免使用具有氧化性质的药物。	FDA	https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations				
氨苯砜	Dapsone	J04BA02	48	G6PD	风险基因型	multi-one-het	预测毒副作用	Alternate Drug or Monitoring Hemolysis	.	G6PD缺陷型携带者可能发生严重溶血反应，应Alternate Drug or Monitoring Hemolysis。	FDA。伴X染色体不完全显性遗传。G6PD缺陷携带者发生严重溶血反应，携带者应避免使用具有氧化性质的药物。	FDA	https://www.fda.gov/medical-devices/precision-medicine/table-pharmacogenetic-associations				
